1912:17,302,654,616,58,8,76,84,650,29
1913:17,302,616,654,58,8,518,84,542,29
1930:2548,197,8069,5111,5627,13049,7160,465,27094,15772
1932:17,2139,698,866,361,76,358,262,238,2292
1950:542,301,15,508,224,861,61,32,245,363
1951:2121,17,1360,564,542,654,616,1287,15,70
1952:17,616,84,8,76,518,542,1102,70,564
2005:302,76,29,650,518,564,1102,542,354,70
2017:58208,107733,23213,47586,11246,44039,123006,101380,13894
2025:236,17,10075,776,6766,8861,302,616,564,364
2030:17,302,654,616,58,8,76,650,542,518
2034:7910,6186,931,34649,57937,2946,9914,22904,12217,1539
2038:17,302,654,58,29,616,542,15,84,650
2046:9289,10492,17567,26460,7021,3672,27296,1495,247,17185
2058:12597,17944,1410,12495,285,564,322,62,1790,69996
2068:302,654,616,58,84,8,76,29,650,542
2070:302,616,58,29,76,650,354,138,301,564
2071:302,616,58,76,650,518,70,354,736,301
2072:302,654,616,58,518,1102,29,76,650,354
2074:17,76,616,8,302,698,654,81,262,564
2075:302,654,84,8,76,650,70,542,1102,564
2076:
2077:17,654,616,58,29,76,650,518,1102,564
2080:17,654,58,84,29,518,650,76,542,1102
2085:17,302,654,616,58,76,8,84,518,650
2097:302,654,616,58,84,29,564,70,1102,354
2112:17,302,654,866,76,84,616,58,29,8
2115:17,302,616,654,8,58,84,76,542,29
2116:17,302,654,616,58,8,84,29,650,76
2123:17,654,616,58,8,29,76,1102,650,518
2135:17,302,616,654,58,8,76,564,650,84
2141:81,986,2204,226,780,754,3423,7211,140,1749
2147:17,302,616,58,654,542,76,8,564,518
2154:17,302,616,654,58,8,650,84,518,542
2160:17,302,84,8,29,76,650,518,564,1102
2162:719,463,5480,1400,5738,1528,1460,2153,801,760
2170:17,302,58,76,29,8,84,650,542,518
2177:14500,1326,168,29969,17917,4825,3704,1709,14080,3955
2184:616,58,84,8,650,76,518,1102,542,354
2185:17,302,616,654,58,8,76,542,564,518
2187:
2211:17,302,654,616,58,76,8,84,29,650
2223:17,2139,361,698,866,358,262,2292,238,76
2243:17,302,616,654,58,8,76,84,518,70
2244:17,302,616,654,58,8,84,29,564,518
2247:302,654,616,58,84,29,650,518,1102,564
2250:49715,7838,4103,168,26155,17035,62551,5557,5235,8733
2253:17,76,616,302,654,58,226,70,564,8
2260:
2261:302,654,616,58,76,29,650,1102,542,354
2262:698,901,238,358,999,361,262,866,2139,500
2290:29,650,518,542,1102,70,138,301,6,224
2291:17,616,29,84,8,76,518,542,1102,564
2293:17,302,616,84,654,58,101,76,1102,542
2301:25764,97413,108161,103626,102372,25557,17,429,4032,302
2302:16229,245,39395,17,33882,353,8,2200,763,5117
2304:76,17,719,564,1326,984,463,5480,5738,1400
2318:654,84,76,29,564,1102,736,15,101,289
2325:302,654,84,58,616,8,29,1102,76,354
2335:17,302,654,616,8,84,29,518,542,1102
2343:17,302,616,84,650,224,508,32,322,245
2346:81,17,70,986,780,5767,1884,754,2967,3137
2347:7728,86310,87351,109758,31224,15512,2186,322,100785,654
2348:17,302,654,616,58,8,84,76,650,542
2362:
2363:17,302,616,29,84,8,650,76,542,518
2364:302,616,84,29,8,76,650,518,1102,354
2369:17,70,302,616,654,76,8,58,84,564
2373:17,302,84,616,654,58,76,1102,29,650
2381:17,302,654,616,58,29,8,84,542,518
2382:17,302,616,654,564,58,650,8,84,518
2384:17,302,84,654,1119,616,8,354,70,76
2385:17,302,58,616,29,84,8,650,76,1102
2392:
2393:17,302,654,616,84,58,8,76,518,29
2394:302,654,616,58,84,76,29,650,1102,542
2395:17,616,84,8,76,650,518,1102,138,564
2399:17,302,654,616,58,76,84,8,650,29
2405:17,302,654,58,8,76,84,650,29,518
2407:866,17,302,654,354,76,616,29,84,58
2408:302,654,84,58,616,8,29,1102,354,76
2419:58,654,8,17,302,616,568,76,861,2193
2429:17,354,70,94,1382,302,245,9482,654,8
2447:84,29,8,76,518,1102,354,542,70,736
2452:2282,12832,698,2265,27927,1913,19626,19376,35268,6387
2453:71417,29657,23740,302,3028,1568,50572,4535,1573,596
2454:17,76,302,616,654,564,508,8,70,58
2456:17,616,58,29,84,76,8,650,1102,542
2461:518,542,70,138,736,301,101,289,6,899
2464:654,616,58,8,76,650,518,354,542,301
2465:616,58,84,8,76,650,518,1102,354,542
2469:302,616,58,84,8,29,76,650,518,354
2489:168,719,984,1326,8860,463,5738,574,1400,5480
2491:2319
2499:17,302,616,13523,58,518,76,8,654,542
2500:654,616,58,84,8,29,76,650,518,1102
2501:17,654,302,58,616,29,542,8,15,650
2505:17,654,616,58,84,29,518,650,76,1102
2510:1460,1326,297,168,5738,2139,6097,2582,719,901
2515:17,302,654,616,58,650,564,8,84,29
2518:698,361,500,866,358,4880,1164,826,262,901
2520:17,302,654,616,58,84,76,29,650,542
2521:302,654,616,58,84,8,29,76,518,650
2524:302,17,654,58,616,84,650,8,1102,354
2536:17,302,76,8,84,518,542,564,1102,70
2541:302,654,58,84,8,29,76,650,518,354
2547:17,302,654,616,58,650,76,29,8,84
2553:9134,35177,3509,18939,5125,25366,50469,44578,8299,36848
2558:17,616,58,76,84,29,8,650,70,518
2560:616,58,84,29,76,1102,354,70,564,301
2563:302,654,58,84,76,29,650,1102,564,138
2573:616,58,84,8,29,76,518,1102,354,138
2591:17,302,616,654,58,76,8,84,29,542
2596:17,302,616,654,84,58,518,1102,29,650
2597:780,226,5767,3137,3423,986,731,140,1884,2967
2601:17,302,58,616,29,84,1102,354,8,76
2604:17,302,654,76,616,58,8,564,518,70
2611:302,654,84,616,58,8,29,76,354,518
2612:17,302,654,58,76,84,29,518,542,70
2615:84,8,29,76,650,518,542,1102,354,138
2625:17,302,654,226,616,76,138,84,58,354
2626:302,616,84,76,518,354,138,564,70,301
2634:17,654,302,616,58,8,518,101,84,542
2636:654,616,58,84,29,8,76,650,1102,518
2639:17,302,616,654,508,8,518,70,84,1023
2650:1205,4308,2068,22182,2378,2153,7339,3211,5477,12074
2661:17,616,302,518,654,8,84,58,101,1102
2663:17,84,302,654,8,616,518,58,899,70
2666:17,302,616,654,58,542,8,29,76,650
2676:17,302,58,616,84,8,518,650,76,542
2689:17,302,654,616,58,8,76,29,84,518
2693:17,650,8,891,302,2149,654,616,542,289
2708:17,302,654,616,58,8,84,650,29,564
2709:17,616,302,654,58,8,76,542,84,518
2713:17,8,616,302,654,84,58,542,15,564
2715:17,76,5738,984,81,2318,1400,2153,564,661
2716:16542,873,931,718,56430,76547,1276,219,6733,431
2727:616,58,84,29,8,76,650,1102,518,354
2730:17,654,616,58,84,8,76,29,650,518
2731:616,84,29,8,76,650,518,1102,354,542
2734:564,76,736,17,518,616,947,58,650,861
2735:17,84,518,302,616,654,58,1102,564,76
2737:17,302,654,616,58,8,84,650,518,29
2745:17,302,654,616,58,76,84,29,354,8
2746:23595,6545,24118,4158,22059,16151,27209,9656,40142,25466
2748:76,564,327,518,508,103,245,5117,4268,5567
2756:302,654,616,58,84,8,29,650,76,1102
2760:84,29,8,76,650,518,1102,542,138,564
2776:
2799:710,1002,4513,1744,3506,3618,6315,9043,14237,13060
2802:302,654,84,58,616,8,29,1102,354,76
2803:2074,2595,33572,14237,19829,347,11718,670,88529,94755
2804:17,654,302,616,58,84,650,224,354,8
2805:17,616,542,15,518,656,1410,1099,5582,124
2812:302,654,8,29,76,650,354,542,70,564
2815:168,719,984,661,8733,463,1400,8860,1682,5480
2827:17,302,654,616,58,84,8,76,518,650
2831:654,58,84,8,29,76,518,354,542,138
2846:302,654,616,84,29,518,76,650,1102,354
2848:17,654,616,29,8,84,76,650,518,1102
2853:18850,698,262,827,86461,27420,1867,13735,69173,34823
2854:302,654,84,616,58,8,29,76,650,518
2857:17,302,654,58,616,29,76,650,84,8
2858:17,84,29,76,650,542,1102,564,138,15
2861:311,533,5975,7622,2543,3034,10981,911,4040,8759
2871:378,3107,1589,7006,189,4755,5545,3864,13660,2904
2907:302,58,616,84,8,76,650,1102,354,518
2912:17,70,508,302,1382,76,1023,616,168,8
2914:17,302,654,58,8,76,29,1102,518,650
2924:168,1326,5738,719,1528,1460,1147,297,7838,5480
2925:17,61,76,564,245,616,931,654,302,15
2947:2741,18970,8643,46125,66050,262,96187,29331,108276,90863
2951:17,302,654,616,6,224,62,483,30839,76
2959:17,616,302,654,58,542,8,76,518,29
2960:17,302,654,616,58,8,84,76,518,29
2963:17,616,302,654,58,84,8,564,76,542
2965:650,564,698,29475,5557,984,3789,6097,135,18240
2967:302,654,616,58,84,8,76,29,650,518
2970:17,616,302,654,58,8,650,542,84,76
2977:17,302,654,616,58,8,542,84,518,29
2981:84,8,29,76,650,518,1102,542,564,301
2989:17,302,616,654,58,84,8,76,650,29
2990:311,5975,55922,8772,16717,14814,1011,2543,10981,12861
3002:76,81,1205,7977,39031,2917,1326,5663,34724,24688
3004:168,984,463,1400,8860,2318,5480,1326,760,574
3011:123142,84226,61169,117218,52389,48934,15928,7471,1164,109829
3013:17,302,654,70,76,616,508,8,58,84
3037:
3038:17,8,302,616,84,32,564,76,650,518
3044:302,654,616,58,84,8,29,76,650,518
3070:17,302,654,616,564,58,650,8,84,736
3081:17,654,302,58,616,84,76,354,8,518
3100:302,616,84,29,76,8,650,518,1102,542
3102:168,984,1400,574,5480,463,719,8733,5557,2153
3105:17,302,654,58,8,84,29,518,650,76
3107:17,302,76,616,654,58,70,8,84,518
3110:17,616,302,654,58,8,518,76,84,542
3111:302,654,616,58,84,8,29,76,650,518
3113:17,302,616,654,58,8,542,76,650,15
3121:8,70,564,542,15,101,6,899,322,861
3125:17,302,654,616,58,84,8,29,76,650
3126:17,1119,8,302,616,654,245,76,508,518
3129:302,616,84,8,76,29,518,542,564,1102
3139:361,17,302,654,354,29,84,58,76,616
3144:17,302,84,518,616,654,58,76,1102,564
3152:17,616,302,654,58,8,76,84,518,650
3166:
3167:17,302,76,616,654,58,564,84,8,70
3169:302,654,616,58,84,8,76,29,518,650
3170:17,616,302,8,654,58,76,564,518,650
3172:17,616,302,654,58,542,8,861,238,15
3176:616,58,84,8,76,650,518,1102,70,542
3183:17,654,58,29,616,84,76,8,650,138
3184:219,10175,725,3476,4697,931,5287,230,287,1446
3193:58,8,76,518,354,138,70,289,6,285
3195:17,302,84,8,654,616,518,58,542,76
3220:616,84,8,76,650,518,1102,542,138,70
3229:17,302,616,654,58,8,84,29,650,76
3234:302,654,616,58,518,1102,29,76,650,354
3237:54099,41101,110318,9915,28760,88750,35916,34096,94914,56632
3238:17,302,616,654,8,76,58,84,518,542
3239:17,58,616,29,84,8,650,76,1102,354
3246:533,8772,603,5319,7622,311,911,2543,17316,13341
3258:17,654,58,8,84,29,76,650,542,564
3263:17,302,654,616,58,8,76,84,542,29
3264:
3277:168,719,76,984,1528,5480,1460,2318,1400,463
3279:17,302,654,616,58,84,564,8,650,29
3295:2139,1730,698,361,866,17,358,262,2292,238
3305:2139,262,500,238,866,698,358,20288,826,5726
3306:6901,4146,10692,8129,9557,2354,16658,48431,12093,5357
3308:17,302,616,654,58,8,518,84,76,542
3309:302,616,84,29,76,650,518,542,354,564
3319:26272,74885,28430,6846,32652,58432,54147,48601,18260,5452
3320:2548,3196,197,10541,8069,5111,14793,7160,465,5627
3328:616,58,84,29,8,76,650,518,1102,354
3329:226,81,5767,2967,986,731,780,1884,140,3137
3335:654,58,616,84,8,76,650,518,1102,542
3346:17,616,302,654,58,245,8,542,518,15
3352:17,302,654,616,58,8,84,76,518,542
3353:17,302,654,616,58,564,650,8,84,29
3360:302,654,616,84,58,8,29,76,650,518
3374:17,616,654,58,302,15,8,542,518,29
3376:17,302,654,616,58,76,29,84,8,650
3383:302,17,654,58,616,84,354,138,70,1102
3386:17,302,616,654,58,76,8,650,84,29
3411:17,302,654,616,58,29,84,8,76,650
3412:63481,56533,86514,12039,28790,104247,76480,71593,129,6921
3413:17,302,654,616,58,8,84,76,518,354
3416:378,3107,7006,23580,1991,7843,5254,3864,5450,2904
3419:17,654,616,29,84,8,650,76,518,1102
3421:17,84,8,76,650,518,542,564,354,70
3423:17,616,8,302,654,58,76,564,518,650
3426:17,616,654,302,58,8,542,518,29,15
3428:17,302,654,58,8,84,650,542,1102,736
3429:302,654,84,8,76,650,518,1102,354,542
3431:3225,47290,80576,88768,76,2139,1730,34500,683
3432:17,302,654,616,564,58,650,8,84,736
3450:17,76,616,302,58,654,564,8,650,518
3453:168,719,463,1400,5480,661,1326,1528,5738,760
3475:17,2030,302,616,654,58,8,518,245,542
3478:84,8,650,518,70,1102,736,301,15,101
3479:17,654,302,616,58,8,84,29,650,518
3480:17,302,654,616,29,8,76,650,84,542
3490:17,84,542,1102,70,354,736,138,301,289
3500:654,616,58,84,8,29,650,518,542,1102
3514:302,616,84,8,29,650,518,1102,354,542
3529:8322,24933,9674,13077,16965,6856,30815,51232,36432,19528
3546:17,302,58,654,8,650,76,861,84,29
3547:302,654,616,84,8,29,76,518,1102,354
3551:168,1528,5738,801,1124,719,297,23285,3789,225
3557:168,719,984,1326,5738,1400,8860,1528,5480,661
3572:31775,901,238,54245,19012,24627,17,29630,76,138
3579:17,58,616,29,8,650,76,518,354,542
3580:17,780,76,302,226,616,654,58,500,564
3593:17,654,616,58,84,29,76,518,1102,542
3599:17,698,81,616,238,302,76,654,2139,58
3609:17,302,654,616,58,84,8,76,29,650
3610:17,302,654,616,8,76,58,1102,518,29
3613:5145,1526,2048,16715,44680,42559,42275,32307,4600,73826
3628:17,542,616,302,58,15,654,650,8,61
3656:17,654,616,58,29,84,8,76,650,542
3657:17,58,616,84,8,76,650,518,354,542
3663:58,76,650,542,1102,564,354,70,736,301
3674:302,58,84,8,29,76,650,518,542,354
3684:10236,6901,568,302,616,508,138,899,1405,1187
3685:17,70,302,76,616,654,81,58,8,84
3686:9289,8321,247,8273,3737,38998,15156,5590,15499,5744
3692:17,654,302,616,29,84,8,650,76,289
3694:17,302,616,654,58,8,650,76,84,564
3701:302,654,616,58,8,29,76,518,650,354
3702:17,302,654,616,76,238,190,698,999,58
3717:17,654,58,84,76,29,542,564,1102,70
3721:654,616,58,84,76,650,518,1102,542,354
3728:17,76,654,302,616,698,58,238,190,564
3735:8,76,29,70,138,301,15,101,289,6
3736:302,654,616,58,84,8,29,650,518,564
3737:302,654,616,58,84,8,29,650,1102,518
3751:17,654,616,58,8,84,29,76,650,1102
3752:17,302,58,616,29,84,76,8,354,650
3800:302,58,29,354,736,138,301,101,289,285
